SN,Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
6744,Maruti Swift Vdi BSIII,2010,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,120000,Second Owner,Individual,260000
6745,Volkswagen Vento Diesel Highline,2012,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,130000,Second Owner,Individual,315000
6746,Maruti Alto K10 2010-2014 VXI,2011,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,76000,Second Owner,Individual,225000
6747,Volkswagen Jetta 2.0L TDI Comfortline,2012,Diesel,Manual,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5,19.33 kmpl,110000,Third Owner,Individual,420000
6748,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,12.05 kmpl,96000,First Owner,Individual,525000
6749,Maruti Swift AMT ZDI,2018,Diesel,Automatic,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,90000,First Owner,Individual,670000
6750,Nissan Sunny Diesel XL,2012,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,21.64 kmpl,110000,Third Owner,Individual,220000
6751,Ford Figo Diesel Celebration Edition,2013,Diesel,Manual,1399 CC,68.1 bhp,160Nm@ 2000rpm,5,20.0 kmpl,25000,First Owner,Individual,250000
6752,Maruti Swift Dzire VDi,2009,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,90000,Second Owner,Individual,229999
6753,Maruti Swift Dzire VDi,2009,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,164000,Second Owner,Individual,229999
6754,Honda Amaze EX i-Vtech,2013,Petrol,Manual,1198 CC,86.7 bhp,109Nm@ 4500rpm,5,18.0 kmpl,120000,Second Owner,Individual,300000
6755,Maruti A-Star Vxi,2010,Petrol,Manual,998 CC,66.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,66000,Second Owner,Individual,165000
6756,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,Diesel,Manual,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,250000,First Owner,Individual,295000
6757,Hyundai Verna 1.6 CRDI,2011,Diesel,Manual,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,22.32 kmpl,157000,Second Owner,Individual,360000
6758,Hyundai Verna 1.6 CRDI,2011,Diesel,Manual,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,22.32 kmpl,157000,Second Owner,Individual,380000
6759,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,35000,First Owner,Individual,300000
6760,Mahindra Scorpio 2.6 Turbo 9 Str,2008,Diesel,Manual,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",9,12.7 kmpl,100000,Second Owner,Individual,320000
6761,Datsun GO Plus T BSIV,2016,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,7,19.44 kmpl,70000,Second Owner,Individual,325000
6762,Tata Manza Aqua Quadrajet BS IV,2010,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,21.12 kmpl,30000,Second Owner,Individual,160000
6763,Mahindra Bolero Power Plus SLE,2018,Diesel,Manual,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7,16.5 kmpl,40000,First Owner,Individual,630000
6764,Maruti Swift VXI,2020,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,5000,First Owner,Individual,600000
6765,Maruti Alto 800 VXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,30000,Second Owner,Individual,229999
6766,Maruti Swift ZDi,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,70000,Second Owner,Individual,440000
6767,Chevrolet Spark 1.0 LT,2007,Petrol,Manual,995 CC,62 bhp,90.3Nm@ 4200rpm,5,18.0 kmpl,60000,Second Owner,Individual,90000
6768,Maruti Ciaz VDI SHVS,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,60000,First Owner,Individual,750000
6769,Honda City V MT,2012,Petrol,Manual,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,16.8 kmpl,80000,Second Owner,Individual,330000
6770,Maruti Ciaz ZDi Plus SHVS,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,70000,Second Owner,Individual,715000
6771,Skoda Fabia 1.2 TDI Active Plus,2013,Diesel,Manual,1199 CC,75 bhp,180Nm@ 2000rpm,5,20.86 kmpl,150000,Second Owner,Individual,250000
6772,Maruti Zen Estilo 1.1 LX BSIII,2007,Petrol,Manual,1061 CC,64 bhp,84Nm@ 3500rpm,5,18.2 kmpl,,Second Owner,Individual,120000
6773,Ford Ikon 1.6 Nxt,2004,Petrol,Manual,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5,14.2 kmpl,25000,Third Owner,Individual,100000
6774,Skoda Rapid 1.5 TDI AT Style BSIV,2017,Diesel,Automatic,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5,21.72 kmpl,35000,Second Owner,Individual,850000
6775,Hyundai Xcent 1.2 CRDi E Plus,2018,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,25.4 kmpl,48000,First Owner,Individual,450000
6776,Volkswagen Polo Diesel Trendline 1.2L,2012,Diesel,Manual,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,22.07 kmpl,200000,First Owner,Individual,240000
6777,Hyundai Santro GLS I - Euro I,2000,Petrol,Manual,,,,,,90000,Third Owner,Individual,30000
6778,Maruti Swift Dzire VDI,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,135000,First Owner,Individual,600000
6779,Chevrolet Enjoy 1.3 TCDi LS 7,2016,Diesel,Manual,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7,18.2 kmpl,110000,Second Owner,Individual,280000
6780,Hyundai Verna 1.6 SX,2012,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,146000,Second Owner,Individual,465000
6781,Maruti Alto 800 LXI,2018,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,24.7 kmpl,44000,First Owner,Individual,350000
6782,Hyundai i10 Magna 1.2 iTech SE,2013,Petrol,Manual,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,20.36 kmpl,70000,First Owner,Individual,325000
6783,Tata Indica V2 DLS TC,2004,Diesel,Manual,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,16.8 kmpl,271000,First Owner,Individual,50000
6784,Maruti Alto LXi BSIII,2006,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,120000,Third Owner,Individual,110000
6785,Tata Indigo eCS LX BSIV,2013,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,80000,First Owner,Individual,220000
6786,Mahindra Bolero 2011-2019 SLE BSIII,2015,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,60000,First Owner,Individual,515000
6787,Maruti Ciaz 1.4 Sigma,2018,Petrol,Manual,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,20.73 kmpl,40000,First Owner,Individual,750000
6788,Hyundai EON Sportz,2018,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,25000,First Owner,Individual,350000
6789,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,18.9 kmpl,15000,First Owner,Individual,488999
6790,Maruti Alto 800 LXI,2017,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,24.7 kmpl,27000,First Owner,Individual,300000
6791,Maruti Baleno Alpha 1.3,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,35000,Second Owner,Individual,650000
6792,Maruti A-Star Vxi,2014,Petrol,Manual,998 CC,66.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,40000,First Owner,Individual,250000
6793,Maruti Alto 800 LXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,40000,Third Owner,Individual,200000
6794,Mahindra Scorpio S10 7 Seater,2015,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,75262,First Owner,Individual,950000
6795,Tata Indigo eCS LX BSIV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,120000,First Owner,Individual,200000
6796,Hyundai EON 1.0 Era Plus,2016,Petrol,Manual,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5,20.3 kmpl,60000,First Owner,Individual,276000
6797,Hyundai EON Magna Plus,2014,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,40000,First Owner,Individual,250000
6798,Maruti Alto LX,2008,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,80000,Second Owner,Individual,95000
6799,Tata Indigo CR4,2011,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,70000,Second Owner,Individual,200000
6800,Hyundai Verna 1.6 SX,2012,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,22.32 kmpl,100000,Second Owner,Individual,450000
6801,Mahindra XUV500 W6 2WD,2013,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,18000,First Owner,Individual,900000
6802,Tata Indigo CS LX (TDI) BS III,2010,Diesel,Manual,1396 CC,69 bhp,135Nm@ 2500rpm,5,19.09 kmpl,175000,First Owner,Individual,200000
6803,Hyundai i10 Sportz,2010,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,70000,Second Owner,Individual,200000
6804,Mahindra Bolero 2011-2019 SLE,2011,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,91863,Second Owner,Individual,370000
6805,Tata Indigo CS GLX BS III,2008,Petrol,Manual,1193 CC,65 bhp,"10.7@ 2,600(kgm@ rpm)",5,15.2 kmpl,100000,First Owner,Individual,250000
6806,Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,10000,First Owner,Individual,290000
6807,Maruti Ertiga SHVS VDI,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,24.52 kmpl,35000,First Owner,Individual,900000
6808,Ford Figo Diesel Celebration Edition,2013,Diesel,Manual,1399 CC,68.1 bhp,160Nm@ 2000rpm,5,20.0 kmpl,120000,Second Owner,Individual,325000
6809,Hyundai Grand i10 Magna,2016,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,30000,First Owner,Individual,425000
6810,Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,60000,First Owner,Individual,315000
6811,Maruti Alto K10 VXI,2014,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,70000,First Owner,Individual,300000
6812,Hyundai i10 Sportz,2013,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,70000,Second Owner,Individual,325000
6813,Hyundai Creta 1.4 CRDi S,2016,Diesel,Manual,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,21.38 kmpl,130000,First Owner,Individual,900000
6814,Hyundai Creta 1.4 CRDi S Plus,2016,Diesel,Manual,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,21.38 kmpl,133000,First Owner,Individual,950000
6815,Volkswagen Vento Diesel Trendline,2010,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,120000,Third Owner,Individual,320000
6816,Volkswagen Ameo 1.0 MPI Trendline,2019,Petrol,Manual,999 CC,75 bhp,95Nm@ 3000-4300rpm,5,19.44 kmpl,20000,First Owner,Individual,500000
6817,Ford Figo Petrol LXI,2012,Petrol,Manual,1196 CC,70 bhp,102Nm@ 4000rpm,5,15.6 kmpl,25000,First Owner,Individual,290000
6818,Tata Nano Lx BSIV,2012,Petrol,Manual,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4,25.4 kmpl,90000,First Owner,Individual,60000
6819,Maruti A-Star Vxi,2009,Petrol,Manual,998 CC,66.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,140000,Third Owner,Individual,120000
6820,Honda City i-DTEC VX,2017,Diesel,Manual,1498 CC,97.9 bhp,200Nm@ 1750rpm,5,25.6 kmpl,103000,First Owner,Dealer,850000
6821,Toyota Innova Crysta 2.4 GX MT BSIV,2017,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7,13.68 kmpl,23000,First Owner,Dealer,1750000
6822,Honda City i DTEC V,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,26.0 kmpl,128000,First Owner,Dealer,600000
6823,Volkswagen Polo 1.5 TDI Highline,2015,Diesel,Manual,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5,20.14 kmpl,33000,First Owner,Individual,620000
6824,Maruti Alto LXi BSIII,2009,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Second Owner,Individual,150000
6825,Hyundai Santro Xing GL,2011,Petrol,Manual,1086 CC,62 bhp,96.1Nm@ 3000rpm,5,0.0 kmpl,40000,Fourth & Above Owner,Individual,
6826,Tata Indigo Grand Petrol,2008,Petrol,Manual,1396 CC,99.6 bhp,124Nm@ 3500rpm,5,12.85 kmpl,40000,Fourth & Above Owner,Individual,135000
6827,Tata Indica Vista Terra 1.4 TDI,2011,Diesel,Manual,1405 CC,71 bhp,135Nm@ 2500rpm,5,17.0 kmpl,80000,First Owner,Individual,200000
6828,Maruti Ciaz ZDi,2015,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,26.21 kmpl,70000,First Owner,Individual,730000
6829,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,12.99 kmpl,100000,First Owner,Individual,800000
6830,Mahindra Xylo E8,2009,Diesel,Manual,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,14.0 kmpl,90000,Second Owner,Individual,300000
6831,Ford Figo Diesel Titanium,2012,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,112000,Second Owner,Individual,190000
6832,Honda Civic 1.8 V MT Inspire,2011,Petrol,Manual,1799 CC,132 bhp,"17.5@ 4,300(kgm@ rpm)",5,15.5 kmpl,50000,First Owner,Individual,350000
6833,Hyundai Xcent 1.1 CRDi S,2015,Diesel,Manual,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,24.4 kmpl,62000,Second Owner,Individual,
6834,Maruti Ertiga LDI,2012,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,90000,First Owner,Individual,400000
6835,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,Manual,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,80000,First Owner,Individual,800000
6836,Tata Manza Club Class Quadrajet90 LS,2013,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,21.02 kmpl,50000,First Owner,Individual,250000
6837,Hyundai Creta 1.6 CRDi SX,2016,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,47552,Second Owner,Individual,930000
6838,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,40000,Second Owner,Individual,720000
6839,Ford Figo Petrol EXI,2011,Petrol,Manual,1196 CC,70 bhp,102Nm@ 4000rpm,5,15.6 kmpl,15000,First Owner,Individual,225000
6840,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,Diesel,Manual,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,23.0 kmpl,20000,First Owner,Individual,950000
6841,Hyundai i20 Active 1.2,2018,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,52000,First Owner,Individual,530000
6842,Hyundai i20 Magna 1.2,2016,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,70000,First Owner,Individual,470000
6843,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,110000,First Owner,Individual,650000
6844,Tata Safari Storme LX,2014,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,14.0 kmpl,77500,Second Owner,Individual,540000
6845,Maruti Swift VDI BSIV,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,100000,Second Owner,Individual,459999
6846,Renault KWID RXL,2019,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,14700,First Owner,Individual,325000
6847,Maruti Omni MPI STD BSIV,2016,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,5,16.8 kmpl,40000,First Owner,Individual,240000
6848,Mahindra KUV 100 mFALCON G80 K2,2017,Petrol,Manual,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,18.15 kmpl,32000,Second Owner,Individual,400000
6849,Maruti Alto LXI,2004,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Second Owner,Individual,70000
6850,Maruti Swift Dzire VXi,2009,Petrol,Manual,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,17.5 kmpl,80000,First Owner,Individual,250000
6851,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,12.99 kmpl,80000,Second Owner,Individual,910000
6852,Maruti Swift Dzire VDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,25000,First Owner,Individual,720000
6853,Maruti Swift Dzire ZDI,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,50000,First Owner,Individual,590000
6854,Chevrolet Tavera Neo 3 10 Seats BSIII,2015,Diesel,Manual,2499 CC,72.4 bhp,171Nm@ 1800rpm,10,13.58 kmpl,120000,First Owner,Individual,434000
6855,Mahindra Bolero DI BSIII,2006,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,170000,First Owner,Individual,145000
6856,Mahindra KUV 100 G80 K4 Plus 5Str,2018,Petrol,Manual,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5,18.15 kmpl,19700,First Owner,Individual,445000
6857,Hyundai Santro Xing GL Plus LPG,2011,LPG,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,13.45 km/kg,70000,First Owner,Individual,
6858,Ford Figo Aspire 1.5 TDCi Titanium,2018,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,50000,Fourth & Above Owner,Individual,372000
6859,Maruti Wagon R LXI,2005,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,90000,Second Owner,Individual,65000
6860,Hyundai Santro GLS I - Euro II,2007,Petrol,Manual,,,,,,60000,Third Owner,Individual,150000
6861,Ford Figo Diesel LXI,2015,Diesel,Manual,1399 CC,68.05 bhp,160Nm@ 2000rpm,5,20.0 kmpl,140000,First Owner,Individual,300000
6862,Mahindra Scorpio 2.6 DX,2003,Diesel,Manual,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,12.7 kmpl,120000,Third Owner,Individual,125000
6863,Tata Tigor 1.2 Revotron XZ Option,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,20.3 kmpl,40000,First Owner,Individual,520000
6864,Maruti Alto 800 LXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,70000,Third Owner,Individual,190000
6865,Datsun RediGO 1.0 S,2018,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,22.5 kmpl,7000,First Owner,Individual,310000
6866,Toyota Innova 2.5 VX 8 STR BSIV,2012,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,90000,First Owner,Individual,750000
6867,Mahindra TUV 300 mHAWK100 T8 AMT,2016,Diesel,Automatic,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,18.49 kmpl,110000,First Owner,Individual,750000
6868,Maruti Alto K10 VXI,2019,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,15000,First Owner,Individual,350000
6869,Maruti Alto 800 VXI,2020,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.05 kmpl,5000,First Owner,Individual,360000
6870,Renault KWID RXE,2017,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,5000,First Owner,Individual,285000
6871,Maruti Alto 800 LX,2013,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,70000,Second Owner,Individual,160000
6872,Datsun GO Plus D,2015,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,7,19.44 kmpl,60000,Second Owner,Individual,229999
6873,Maruti Alto LXi,2007,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,120000,Third Owner,Individual,85000
6874,Datsun RediGO 1.0 S,2018,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,22.5 kmpl,7000,First Owner,Individual,300000
6875,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,12.05 kmpl,120000,First Owner,Individual,675000
6876,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,12.05 kmpl,145241,First Owner,Individual,700000
6877,Mahindra Scorpio 2.6 Turbo 7 Str,2008,Diesel,Manual,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,12.7 kmpl,110000,First Owner,Individual,400000
6878,Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,30000,Third Owner,Individual,254999
6879,Mahindra Scorpio S10 7 Seater,2015,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,80000,Second Owner,Individual,1050000
6880,Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,100000,First Owner,Individual,390000
6881,Toyota Etios Liva GD,2015,Diesel,Manual,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5,23.59 kmpl,80000,First Owner,Individual,450000
6882,Toyota Innova Crysta 2.8 GX AT BSIV,2016,Diesel,Automatic,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7,11.36 kmpl,40000,Second Owner,Individual,1630000
6883,Maruti Vitara Brezza VDi Option,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,50000,First Owner,Individual,725000
6884,Tata Safari Storme LX,2013,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,14.0 kmpl,95500,Second Owner,Individual,466000
6885,Ford Figo 1.2P Ambiente MT,2017,Petrol,Manual,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,18.16 kmpl,40000,Second Owner,Individual,370000
6886,Maruti Zen Estilo 1.1 VXI BSIII,2007,Petrol,Manual,1061 CC,64 bhp,84Nm@ 3500rpm,5,18.2 kmpl,,Third Owner,Individual,150000
6887,Maruti Celerio ZXI Optional,2017,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,15000,First Owner,Individual,483000
6888,Hyundai Grand i10 Magna,2016,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,10000,First Owner,Individual,470000
6889,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,25000,First Owner,Individual,950000
6890,Hyundai Verna 1.6 VTVT,2013,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.01 kmpl,50000,Third Owner,Individual,450000
6891,Toyota Etios VX,2011,Petrol,Manual,1496 CC,88.7 bhp,132Nm@ 3000rpm,5,17.6 kmpl,70000,First Owner,Individual,345000
6892,Maruti A-Star Vxi,2009,Petrol,Manual,998 CC,66.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,60000,First Owner,Individual,300000
6893,Maruti Zen Estilo VXI BSIII,2007,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.2 kmpl,74800,Second Owner,Individual,160000
6894,Maruti 800 AC BSIII,2004,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,80000,Second Owner,Individual,120000
6895,Tata Zest Revotron 1.2 XT,2020,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,40000,First Owner,Individual,500000
6896,Mahindra XUV500 W9 2WD,2018,Diesel,Manual,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,40000,First Owner,Individual,1350000
6897,Hyundai Grand i10 1.2 CRDi Asta,2017,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,24.0 kmpl,50000,First Owner,Individual,455000
6898,Hyundai EON Era Plus,2013,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,45000,Second Owner,Individual,165000
6899,Maruti Swift VXI Optional,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,23700,First Owner,Individual,470000
6900,Maruti Swift VXI Deca,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,23700,First Owner,Individual,470000
6901,Jeep Compass 1.4 Sport,2019,Petrol,Manual,1368 CC,160 bhp,250Nm@ 1750-2500rpm,5,16.0 kmpl,10000,First Owner,Individual,1520000
6902,Maruti Alto K10 VXI,2014,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,53473,First Owner,Individual,229999
6903,Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,100000,Second Owner,Individual,250000
6904,Mahindra XUV500 W10 2WD,2016,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,25000,First Owner,Individual,1350000
